Facility,Destination City,Supplier,Base + FSC
"CHICAGO, IL - CSX (J470)","NORMAL, IL",MUSEFUL TRUCKING CO.,719.4
"CHICAGO, IL - CSX (J470)","NORMAL, IL",TCL Land Transportation,726
"CHICAGO, IL - CSX (J470)","NORMAL, IL",NFI Industries,739.2
"CHICAGO, IL - CSX (J470)","NORMAL, IL",P.B INDUSTRIES,752.4
"CHICAGO, IL - CSX (J470)","NORMAL, IL",All Points Transport,759
"CHICAGO, IL - CSX (J470)","NORMAL, IL",GDX INC - CHICAGO,834.24
"CHICAGO, IL - CSX (J470)","NORMAL, IL",Big Blue Boxes,851.4
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",ContainerPort Group,331.32
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",UNIX INTERMODAL INC,341.88
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",NFI Industries,343.2
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",Cargomatic,356.4
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",P.B INDUSTRIES,382.8
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",All Points Transport,389.4
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",Gulf Winds,415.8
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",TCL Land Transportation,429
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.","UNITED INTERMODAL CARRIERS, INC.",435.6
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",MUSEFUL TRUCKING CO.,462
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.","RUSH INTERMODAL, INC.",462
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",Big Blue Boxes,508.2
"CHICAGO, IL - CSX (J470)","BUFFALO GROVE, IL.",GDX INC - CHICAGO,528
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",UNIX INTERMODAL INC,807.51
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",ContainerPort Group,810.48
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN","RUSH INTERMODAL, INC.",825
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",GDX INC - CHICAGO,839.52
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",All Points Transport,858
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",Cargomatic,858
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",TCL Land Transportation,858
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",Gulf Winds,864.6
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",NFI Industries,871.2
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",MUSEFUL TRUCKING CO.,943.8
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN","UNITED INTERMODAL CARRIERS, INC.",963.6
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",P.B INDUSTRIES,1009.8
"CHICAGO, IL - CSX (J470)","WHITESTOWN, IN",Big Blue Boxes,1168.2
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",Cargomatic,924
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",UNIX INTERMODAL INC,975.48
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA","RUSH INTERMODAL, INC.",1016.4
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",All Points Transport,1056
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",TCL Land Transportation,1056
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA","UNITED INTERMODAL CARRIERS, INC.",1056
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",Gulf Winds,1062.6
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",MUSEFUL TRUCKING CO.,1108.8
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",NFI Industries,1135.2
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",GDX INC - CHICAGO,1166.88
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",ContainerPort Group,1238.16
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",Big Blue Boxes,1247.4
"CHICAGO, IL - CSX (J470)","WEST BRANCH, IA, USA",P.B INDUSTRIES,1300.2
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",ContainerPort Group,549.12
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",UNIX INTERMODAL INC,584.76
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",Gulf Winds,600.6
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",Cargomatic,633.6
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",TCL Land Transportation,693
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",All Points Transport,726
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",P.B INDUSTRIES,726
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",Big Blue Boxes,745.8
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI","UNITED INTERMODAL CARRIERS, INC.",752.4
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI","RUSH INTERMODAL, INC.",792
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",GDX INC - CHICAGO,864.6
"CHICAGO, IL - CSX (J470)","MENOMONEE FALLS, WI",MUSEFUL TRUCKING CO.,884.4
"CHICAGO, IL - CSX (J470)","MADISON, WI",UNIX INTERMODAL INC,790.68
"CHICAGO, IL - CSX (J470)","MADISON, WI","RUSH INTERMODAL, INC.",792
"CHICAGO, IL - CSX (J470)","MADISON, WI",TCL Land Transportation,792
"CHICAGO, IL - CSX (J470)","MADISON, WI",ContainerPort Group,828.96
"CHICAGO, IL - CSX (J470)","MADISON, WI",Cargomatic,831.6
"CHICAGO, IL - CSX (J470)","MADISON, WI",Gulf Winds,838.2
"CHICAGO, IL - CSX (J470)","MADISON, WI",All Points Transport,858
"CHICAGO, IL - CSX (J470)","MADISON, WI",NFI Industries,871.2
"CHICAGO, IL - CSX (J470)","MADISON, WI",Big Blue Boxes,877.8
"CHICAGO, IL - CSX (J470)","MADISON, WI","UNITED INTERMODAL CARRIERS, INC.",937.2
"CHICAGO, IL - CSX (J470)","MADISON, WI",P.B INDUSTRIES,950.4
"CHICAGO, IL - CSX (J470)","MADISON, WI",MUSEFUL TRUCKING CO.,1003.2
"CHICAGO, IL - CSX (J470)","MADISON, WI",GDX INC - CHICAGO,1122
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",All Points Transport,792
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",UNIX INTERMODAL INC,792
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN","RUSH INTERMODAL, INC.",825
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN","UNITED INTERMODAL CARRIERS, INC.",831.6
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",TCL Land Transportation,858
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",Gulf Winds,864.6
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",ContainerPort Group,910.8
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",Cargomatic,963.6
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",GDX INC - CHICAGO,963.6
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",MUSEFUL TRUCKING CO.,963.6
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",NFI Industries,963.6
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",P.B INDUSTRIES,1042.8
"CHICAGO, IL - CSX (J470)","BROWNSBURG, IN",Big Blue Boxes,1062.6
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",ContainerPort Group,679.8
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",UNIX INTERMODAL INC,724.68
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI","RUSH INTERMODAL, INC.",759
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",TCL Land Transportation,759
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",All Points Transport,765.6
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI","UNITED INTERMODAL CARRIERS, INC.",792
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",Gulf Winds,798.6
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",Big Blue Boxes,838.2
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",P.B INDUSTRIES,943.8
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",Cargomatic,1003.2
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",MUSEFUL TRUCKING CO.,1042.8
"CHICAGO, IL - CSX (J470)","IRON RIDGE, WI",GDX INC - CHICAGO,1095.6
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",ContainerPort Group,249.48
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",UNIX INTERMODAL INC,262.68
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",Cargomatic,303.6
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",NFI Industries,323.4
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",Gulf Winds,330
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",TCL Land Transportation,330
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",GDX INC - CHICAGO,343.2
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",All Points Transport,349.8
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",MUSEFUL TRUCKING CO.,376.2
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","BEDFORD PARK, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","WHEELING, IL",ContainerPort Group,312.84
"CHICAGO, IL - CSX (J470)","WHEELING, IL",UNIX INTERMODAL INC,332.64
"CHICAGO, IL - CSX (J470)","WHEELING, IL",Cargomatic,343.2
"CHICAGO, IL - CSX (J470)","WHEELING, IL",NFI Industries,343.2
"CHICAGO, IL - CSX (J470)","WHEELING, IL",P.B INDUSTRIES,382.8
"CHICAGO, IL - CSX (J470)","WHEELING, IL",All Points Transport,396
"CHICAGO, IL - CSX (J470)","WHEELING, IL","UNITED INTERMODAL CARRIERS, INC.",396
"CHICAGO, IL - CSX (J470)","WHEELING, IL",Gulf Winds,415.8
"CHICAGO, IL - CSX (J470)","WHEELING, IL",TCL Land Transportation,429
"CHICAGO, IL - CSX (J470)","WHEELING, IL",MUSEFUL TRUCKING CO.,468.6
"CHICAGO, IL - CSX (J470)","WHEELING, IL",Big Blue Boxes,481.8
"CHICAGO, IL - CSX (J470)","WHEELING, IL","RUSH INTERMODAL, INC.",495
"CHICAGO, IL - CSX (J470)","WHEELING, IL",GDX INC - CHICAGO,501.6
"CHICAGO, IL - CSX (J470)","CHILTON, WI",ContainerPort Group,810.48
"CHICAGO, IL - CSX (J470)","CHILTON, WI",UNIX INTERMODAL INC,856.68
"CHICAGO, IL - CSX (J470)","CHILTON, WI","RUSH INTERMODAL, INC.",858
"CHICAGO, IL - CSX (J470)","CHILTON, WI",TCL Land Transportation,858
"CHICAGO, IL - CSX (J470)","CHILTON, WI",All Points Transport,891
"CHICAGO, IL - CSX (J470)","CHILTON, WI",Gulf Winds,897.6
"CHICAGO, IL - CSX (J470)","CHILTON, WI",Cargomatic,976.8
"CHICAGO, IL - CSX (J470)","CHILTON, WI","UNITED INTERMODAL CARRIERS, INC.",1016.4
"CHICAGO, IL - CSX (J470)","CHILTON, WI",GDX INC - CHICAGO,1026.96
"CHICAGO, IL - CSX (J470)","CHILTON, WI",P.B INDUSTRIES,1089
"CHICAGO, IL - CSX (J470)","CHILTON, WI",MUSEFUL TRUCKING CO.,1135.2
"CHICAGO, IL - CSX (J470)","CHILTON, WI",Big Blue Boxes,1168.2
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",ContainerPort Group,291.72
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",UNIX INTERMODAL INC,310.2
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",NFI Industries,336.6
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",Cargomatic,356.4
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",MUSEFUL TRUCKING CO.,356.4
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",All Points Transport,363
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",Gulf Winds,363
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",GDX INC - CHICAGO,422.4
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","HOMER GLEN, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","STREATOR, IL",UNIX INTERMODAL INC,427.68
"CHICAGO, IL - CSX (J470)","STREATOR, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","STREATOR, IL",NFI Industries,488.4
"CHICAGO, IL - CSX (J470)","STREATOR, IL","UNITED INTERMODAL CARRIERS, INC.",488.4
"CHICAGO, IL - CSX (J470)","STREATOR, IL",ContainerPort Group,500.28
"CHICAGO, IL - CSX (J470)","STREATOR, IL",All Points Transport,508.2
"CHICAGO, IL - CSX (J470)","STREATOR, IL",Gulf Winds,574.2
"CHICAGO, IL - CSX (J470)","STREATOR, IL",MUSEFUL TRUCKING CO.,580.8
"CHICAGO, IL - CSX (J470)","STREATOR, IL",P.B INDUSTRIES,600.6
"CHICAGO, IL - CSX (J470)","STREATOR, IL",TCL Land Transportation,627
"CHICAGO, IL - CSX (J470)","STREATOR, IL",Big Blue Boxes,640.2
"CHICAGO, IL - CSX (J470)","STREATOR, IL",Cargomatic,660
"CHICAGO, IL - CSX (J470)","STREATOR, IL",GDX INC - CHICAGO,712.8
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",UNIX INTERMODAL INC,572.88
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI","RUSH INTERMODAL, INC.",825
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",All Points Transport,858
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",Gulf Winds,864.6
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",Cargomatic,884.4
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",ContainerPort Group,910.8
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",NFI Industries,910.8
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI","UNITED INTERMODAL CARRIERS, INC.",910.8
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",TCL Land Transportation,924
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",GDX INC - CHICAGO,937.2
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",Big Blue Boxes,1062.6
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",P.B INDUSTRIES,1102.2
"CHICAGO, IL - CSX (J470)","BYRON CENTER, MI",MUSEFUL TRUCKING CO.,1108.8
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",UNIX INTERMODAL INC,1701.48
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",Gulf Winds,2626.8
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS","RUSH INTERMODAL, INC.",2653.2
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",TCL Land Transportation,2666.4
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",ContainerPort Group,2770.68
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",All Points Transport,2970
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",GDX INC - CHICAGO,3086.16
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",Big Blue Boxes,3366
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",P.B INDUSTRIES,3709.2
"CHICAGO, IL - CSX (J470)","OLIVE BRANCH, MS",Cargomatic,3748.8
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",ContainerPort Group,810.48
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",UNIX INTERMODAL INC,823.68
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",All Points Transport,858
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",TCL Land Transportation,858
"CHICAGO, IL - CSX (J470)","ASHLEY, IN","RUSH INTERMODAL, INC.",871.2
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",Gulf Winds,897.6
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",NFI Industries,924
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",Cargomatic,950.4
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",MUSEFUL TRUCKING CO.,976.8
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",P.B INDUSTRIES,1023
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",Big Blue Boxes,1062.6
"CHICAGO, IL - CSX (J470)","ASHLEY, IN","UNITED INTERMODAL CARRIERS, INC.",1135.2
"CHICAGO, IL - CSX (J470)","ASHLEY, IN",GDX INC - CHICAGO,1201.2
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",UNIX INTERMODAL INC,757.68
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",TCL Land Transportation,759
"CHICAGO, IL - CSX (J470)","GALESBURG, MI","RUSH INTERMODAL, INC.",772.2
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",NFI Industries,792
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",Gulf Winds,798.6
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",ContainerPort Group,810.48
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",All Points Transport,825
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",GDX INC - CHICAGO,831.6
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",Cargomatic,884.4
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",MUSEFUL TRUCKING CO.,917.4
"CHICAGO, IL - CSX (J470)","GALESBURG, MI","UNITED INTERMODAL CARRIERS, INC.",937.2
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",P.B INDUSTRIES,957
"CHICAGO, IL - CSX (J470)","GALESBURG, MI",Big Blue Boxes,1062.6
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",ContainerPort Group,434.28
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",UNIX INTERMODAL INC,462
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",Gulf Winds,541.2
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",NFI Industries,541.2
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",Big Blue Boxes,574.2
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",TCL Land Transportation,594
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",P.B INDUSTRIES,600.6
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",Cargomatic,620.4
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",GDX INC - CHICAGO,646.8
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",All Points Transport,660
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN","UNITED INTERMODAL CARRIERS, INC.",712.8
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN",MUSEFUL TRUCKING CO.,759
"CHICAGO, IL - CSX (J470)","RACINE, WISCONSIN","RUSH INTERMODAL, INC.",759
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",UNIX INTERMODAL INC,724.68
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN","RUSH INTERMODAL, INC.",726
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",Cargomatic,752.4
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",TCL Land Transportation,759
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",All Points Transport,792
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",Gulf Winds,798.6
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN","UNITED INTERMODAL CARRIERS, INC.",805.2
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",ContainerPort Group,810.48
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",NFI Industries,818.4
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",GDX INC - CHICAGO,831.6
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",Big Blue Boxes,877.8
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",MUSEFUL TRUCKING CO.,897.6
"CHICAGO, IL - CSX (J470)","CRAWFORDSVILLE, IN",P.B INDUSTRIES,917.4
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",ContainerPort Group,249.48
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",UNIX INTERMODAL INC,264
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",NFI Industries,336.6
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",Cargomatic,356.4
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",All Points Transport,363
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",Gulf Winds,363
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",MUSEFUL TRUCKING CO.,369.6
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",Big Blue Boxes,396
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL",GDX INC - CHICAGO,396
"CHICAGO, IL - CSX (J470)","TINLEY PARK, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",UNIX INTERMODAL INC,1120.68
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA","UNITED INTERMODAL CARRIERS, INC.",1122
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",TCL Land Transportation,1135.2
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA","RUSH INTERMODAL, INC.",1161.6
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",ContainerPort Group,1186.68
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",All Points Transport,1188
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",Gulf Winds,1194.6
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",Cargomatic,1280.4
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",MUSEFUL TRUCKING CO.,1366.2
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",GDX INC - CHICAGO,1372.8
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",P.B INDUSTRIES,1419
"CHICAGO, IL - CSX (J470)","EDGEWOOD, IA",Big Blue Boxes,1452
"CHICAGO, IL - CSX (J470)","MEQUON, WI",ContainerPort Group,549.12
"CHICAGO, IL - CSX (J470)","MEQUON, WI",UNIX INTERMODAL INC,584.76
"CHICAGO, IL - CSX (J470)","MEQUON, WI",Gulf Winds,600.6
"CHICAGO, IL - CSX (J470)","MEQUON, WI",NFI Industries,627
"CHICAGO, IL - CSX (J470)","MEQUON, WI",Big Blue Boxes,640.2
"CHICAGO, IL - CSX (J470)","MEQUON, WI",All Points Transport,660
"CHICAGO, IL - CSX (J470)","MEQUON, WI",TCL Land Transportation,693
"CHICAGO, IL - CSX (J470)","MEQUON, WI","UNITED INTERMODAL CARRIERS, INC.",726
"CHICAGO, IL - CSX (J470)","MEQUON, WI",P.B INDUSTRIES,739.2
"CHICAGO, IL - CSX (J470)","MEQUON, WI",Cargomatic,752.4
"CHICAGO, IL - CSX (J470)","MEQUON, WI","RUSH INTERMODAL, INC.",759
"CHICAGO, IL - CSX (J470)","MEQUON, WI",GDX INC - CHICAGO,864.6
"CHICAGO, IL - CSX (J470)","MEQUON, WI",MUSEFUL TRUCKING CO.,897.6
"CHICAGO, IL - CSX (J470)","MARNE,MI",UNIX INTERMODAL INC,882.75
"CHICAGO, IL - CSX (J470)","MARNE,MI","RUSH INTERMODAL, INC.",891
"CHICAGO, IL - CSX (J470)","MARNE,MI",ContainerPort Group,910.8
"CHICAGO, IL - CSX (J470)","MARNE,MI",TCL Land Transportation,924
"CHICAGO, IL - CSX (J470)","MARNE,MI",Gulf Winds,957
"CHICAGO, IL - CSX (J470)","MARNE,MI",All Points Transport,970.2
"CHICAGO, IL - CSX (J470)","MARNE,MI",GDX INC - CHICAGO,974.16
"CHICAGO, IL - CSX (J470)","MARNE,MI","UNITED INTERMODAL CARRIERS, INC.",976.8
"CHICAGO, IL - CSX (J470)","MARNE,MI",MUSEFUL TRUCKING CO.,1062.6
"CHICAGO, IL - CSX (J470)","MARNE,MI",P.B INDUSTRIES,1128.6
"CHICAGO, IL - CSX (J470)","MARNE,MI",Cargomatic,1188
"CHICAGO, IL - CSX (J470)","MARNE,MI",Big Blue Boxes,1247.4
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",UNIX INTERMODAL INC,500.28
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",P.B INDUSTRIES,554.4
"CHICAGO, IL - CSX (J470)","WALKERTON, IN","UNITED INTERMODAL CARRIERS, INC.",554.4
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",All Points Transport,561
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",TCL Land Transportation,594
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",ContainerPort Group,600.6
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",Cargomatic,607.2
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",MUSEFUL TRUCKING CO.,607.2
"CHICAGO, IL - CSX (J470)","WALKERTON, IN","RUSH INTERMODAL, INC.",627
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",Gulf Winds,633.6
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",GDX INC - CHICAGO,726
"CHICAGO, IL - CSX (J470)","WALKERTON, IN",Big Blue Boxes,745.8
"CHICAGO, IL - CSX (J470)","LANSING, IL",ContainerPort Group,291.72
"CHICAGO, IL - CSX (J470)","LANSING, IL",UNIX INTERMODAL INC,310.2
"CHICAGO, IL - CSX (J470)","LANSING, IL",Gulf Winds,343.2
"CHICAGO, IL - CSX (J470)","LANSING, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","LANSING, IL",Cargomatic,356.4
"CHICAGO, IL - CSX (J470)","LANSING, IL",MUSEFUL TRUCKING CO.,356.4
"CHICAGO, IL - CSX (J470)","LANSING, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","LANSING, IL",TCL Land Transportation,363
